변환,원자료,원자료,원자료
"2014/04/24","2.65","3.549","3.309"
"2014/04/25","2.65","3.530","3.300"
"2014/04/28","2.65","3.529","3.300"
"2014/04/29","2.65","3.525","3.299"
"2014/04/30","2.65","3.527","3.298"
"2014/05/02","2.65","3.506","3.288"
"2014/05/07","2.65","3.468","3.278"
"2014/05/08","2.65","3.461","3.276"
"2014/05/09","2.65","3.425","3.262"
"2014/05/12","2.65","3.440","3.272"
"2014/05/13","2.65","3.453","3.284"
"2014/05/14","2.65","3.442","3.278"
"2014/05/15","2.65","3.378","3.254"
"2014/05/16","2.65","3.386","3.260"
"2014/05/19","2.65","3.377","3.261"
"2014/05/20","2.65","3.385","3.269"
"2014/05/21","2.65","3.378","3.267"
"2014/05/22","2.65","3.407","3.275"
"2014/05/23","2.65","3.383","3.258"
"2014/05/26","2.65","3.371","3.255"
"2014/05/27","2.65","3.369","3.255"
"2014/05/28","2.65","3.351","3.244"
"2014/05/29","2.65","3.323","3.231"
"2014/05/30","2.65","3.338","3.240"
"2014/06/02","2.65","3.362","3.250"
"2014/06/03","2.65","3.375","3.256"
"2014/06/05","2.65","3.383","3.257"
"2014/06/09","2.65","3.380","3.258"
"2014/06/10","2.65","3.340","3.234"
"2014/06/11","2.65","3.355","3.240"
"2014/06/12","2.65","3.318","3.208"
"2014/06/13","2.65","3.307","3.161"
"2014/06/16","2.65","3.315","3.145"
"2014/06/17","2.65","3.302","3.152"
"2014/06/18","2.65","3.301","3.150"
"2014/06/19","2.65","3.251","3.112"
"2014/06/20","2.65","3.213","3.092"
"2014/06/23","2.65","3.235","3.117"
"2014/06/24","2.65","3.215","3.111"
"2014/06/25","2.65","3.216","3.117"
"2014/06/26","2.65","3.205","3.125"
"2014/06/27","2.65","3.183","3.112"
"2014/06/30","2.65","3.170","3.100"
"2014/07/01","2.65","3.168","3.082"
"2014/07/02","2.65","3.089","3.000"
"2014/07/03","2.65","3.105","3.013"
"2014/07/04","2.65","3.123","3.022"
"2014/07/07","2.65","3.127","3.025"
"2014/07/08","2.65","3.159","3.056"
"2014/07/09","2.65","3.153","3.021"
"2014/07/10","2.65","3.085","3.000"
"2014/07/11","2.65","3.063","2.998"
"2014/07/14","2.65","3.075","3.006"
"2014/07/15","2.65","3.062","3.001"
"2014/07/16","2.65","3.027","2.992"
"2014/07/17","2.65","2.958","2.927"
"2014/07/18","2.65","2.971","2.933"
"2014/07/21","2.65","3.000","2.936"
"2014/07/22","2.65","2.995","2.928"
"2014/07/23","2.65","2.970","2.883"
"2014/07/24","2.65","3.015","2.911"
"2014/07/25","2.65","3.004","2.907"
"2014/07/28","2.65","3.017","2.915"
"2014/07/29","2.65","3.034","2.925"
"2014/07/30","2.65","3.035","2.918"
"2014/07/31","2.65","3.052","2.920"
"2014/08/01","2.65","3.105","2.944"
"2014/08/04","2.65","3.105","2.945"
"2014/08/05","2.65","3.065","2.919"
"2014/08/06","2.65","3.095","2.935"
"2014/08/07","2.65","3.085","2.925"
"2014/08/08","2.65","3.034","2.898"
"2014/08/11","2.63","3.043","2.906"
"2014/08/12","2.62","3.061","2.914"
"2014/08/13","2.61","3.070","2.910"
"2014/08/14","2.46","3.069","2.929"
"2014/08/18","2.43","3.101","2.947"
"2014/08/19","2.42","3.143","2.957"
"2014/08/20","2.42","3.142","2.956"
"2014/08/21","2.42","3.149","2.959"
"2014/08/22","2.41","3.148","2.956"
"2014/08/25","2.41","3.110","2.939"
"2014/08/26","2.40","3.063","2.910"
"2014/08/27","2.40","3.045","2.898"
"2014/08/28","2.40","3.058","2.898"
"2014/08/29","2.40","3.034","2.884"
"2014/09/01","2.40","3.038","2.885"
"2014/09/02","2.36","3.063","2.881"
"2014/09/03","2.36","3.101","2.901"
"2014/09/04","2.35","3.100","2.905"
"2014/09/05","2.35","3.067","2.876"
"2014/09/11","2.35","3.082","2.867"
"2014/09/12","2.35","3.008","2.790"
"2014/09/15","2.35","3.045","2.791"
"2014/09/16","2.35","3.050","2.760"
"2014/09/17","2.35","3.034","2.759"
"2014/09/18","2.35","3.022","2.754"
"2014/09/19","2.35","3.027","2.757"
"2014/09/22","2.35","2.990","2.738"
"2014/09/23","2.35","2.981","2.733"
"2014/09/24","2.35","2.971","2.721"
"2014/09/25","2.35","2.954","2.715"
"2014/09/26","2.35","2.929","2.705"
"2014/09/29","2.35","2.914","2.707"
"2014/09/30","2.35","2.854","2.680"
"2014/10/01","2.35","2.804","2.610"
"2014/10/02","2.35","2.832","2.627"
"2014/10/06","2.35","2.845","2.635"
"2014/10/07","2.31","2.859","2.652"
"2014/10/08","2.30","2.845","2.654"
"2014/10/10","2.29","2.819","2.627"
"2014/10/13","2.28","2.819","2.623"
"2014/10/14","2.28","2.835","2.642"
"2014/10/15","2.18","2.822","2.641"
"2014/10/16","2.17","2.738","2.604"
"2014/10/17","2.17","2.731","2.597"
"2014/10/20","2.16","2.785","2.610"
"2014/10/21","2.15","2.757","2.593"
"2014/10/22","2.15","2.755","2.587"
"2014/10/23","2.14","2.725","2.565"
"2014/10/24","2.14","2.699","2.549"
"2014/10/27","2.14","2.720","2.557"
"2014/10/28","2.14","2.719","2.554"
"2014/10/29","2.14","2.706","2.546"
"2014/10/30","2.14","2.684","2.532"
"2014/10/31","2.14","2.645","2.487"
"2014/11/03","2.14","2.657","2.474"
"2014/11/04","2.14","2.629","2.451"
"2014/11/05","2.14","2.636","2.450"
"2014/11/06","2.14","2.642","2.433"
"2014/11/07","2.14","2.670","2.442"
"2014/11/10","2.14","2.686","2.462"
"2014/11/11","2.14","2.719","2.494"
"2014/11/12","2.14","2.758","2.522"
"2014/11/13","2.14","2.773","2.529"
"2014/11/14","2.14","2.772","2.521"
"2014/11/17","2.14","2.762","2.509"
"2014/11/18","2.14","2.748","2.497"
"2014/11/19","2.14","2.742","2.495"
"2014/11/20","2.14","2.715","2.475"
"2014/11/21","2.14","2.725","2.479"
"2014/11/24","2.14","2.682","2.438"
"2014/11/25","2.13","2.654","2.421"
"2014/11/26","2.13","2.634","2.411"
"2014/11/27","2.13","2.649","2.424"
"2014/11/28","2.13","2.589","2.392"
"2014/12/01","2.13","2.590","2.389"
"2014/12/02","2.13","2.604","2.397"
"2014/12/03","2.13","2.681","2.439"
"2014/12/04","2.13","2.720","2.471"
"2014/12/05","2.13","2.725","2.472"
"2014/12/08","2.13","2.798","2.512"
"2014/12/09","2.13","2.750","2.480"
"2014/12/10","2.13","2.766","2.489"
"2014/12/11","2.13","2.700","2.447"
"2014/12/12","2.13","2.695","2.440"
"2014/12/15","2.13","2.693","2.453"
"2014/12/16","2.13","2.668","2.449"
"2014/12/17","2.13","2.695","2.484"
"2014/12/18","2.13","2.725","2.498"
"2014/12/19","2.13","2.722","2.494"
"2014/12/22","2.13","2.666","2.472"
"2014/12/23","2.13","2.671","2.474"
"2014/12/24","2.13","2.658","2.467"
"2014/12/26","2.13","2.650","2.475"
"2014/12/29","2.13","2.608","2.455"
"2014/12/30","2.13","2.597","2.433"
"2014/12/31","2.13","2.598","2.434"
"2015/01/02","2.13","2.660","2.464"
"2015/01/05","2.13","2.622","2.446"
"2015/01/06","2.13","2.555","2.408"
"2015/01/07","2.13","2.560","2.408"
"2015/01/08","2.13","2.552","2.403"
"2015/01/09","2.13","2.536","2.391"
"2015/01/12","2.13","2.449","2.339"
"2015/01/13","2.13","2.433","2.343"
"2015/01/14","2.13","2.369","2.296"
"2015/01/15","2.13","2.450","2.362"
"2015/01/16","2.13","2.344","2.330"
"2015/01/19","2.13","2.385","2.359"
"2015/01/20","2.13","2.360","2.346"
"2015/01/21","2.13","2.372","2.361"
"2015/01/22","2.13","2.405","2.377"
"2015/01/23","2.13","2.329","2.333"
"2015/01/26","2.13","2.300","2.322"
"2015/01/27","2.13","2.300","2.325"
"2015/01/28","2.12","2.259","2.303"
"2015/01/29","2.12","2.227","2.296"
"2015/01/30","2.12","2.240","2.274"
